,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
2095,3000000.0,2021,2012,Ergos,AgriTech,Series A,Samsitpur,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"Kishor Kumar Jha, Praveen Kumar"
2096,0.0,2021,2018,Bolkar,Social network,Seed,Bangalore,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"Abhishek Tripathi, Dhruv Kaushal, Prince Tripathi, Saurabh Rai"
2097,0.0,2021,2019,Wright Research,Advisory firm,Pre-seed,Mumbai,Quantitative Investment Management and Research,Sonam Srivastava
2098,200000.0,2021,2016,Knocksense,Media,Seed,Lucknow,Knocksense which owns and operates an eponymous digital content platform.,"Varul Mayank, Vibhore Mayank, Vibhore Mayank"
2099,1800000.0,2021,2015,Pariksha,EdTech,Seed,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat"
2100,5000000.0,2021,2018,Toothsi,Healthcare,Series A,Mumbai,ToothSi is a new age startup in the dental space providing smile correction services at home.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale"
2101,14300000.0,2021,2015,Jumbotail,Food and Beverages,Series B3,Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran"
2102,4000000.0,2021,2015,Phi Commerce,FinTech,Series A,Pune,"Payments Facilitator, Payments solution provider etc.","Anil Sharma, Jose Thattil, Rajesh Londhe, Tushar Shankar"
2103,10000000.0,2021,2018,Zupee,Gaming,Seed,Gurgaon,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Dilsher Singh Malhi, Siddhant Saurabh"
2104,0.0,2021,2020,Oneiric Gaming,Gaming,Seed,Chandigarh,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Avneet Singh
2105,300000.0,2021,2019,Finsall,Insuretech,Seed,Bangalore,Finsall provides Insurance Premium Financing,"Prabal Khanna, Tim Mathews"
2106,500000.0,2021,2015,Legalwiz.in,Legaltech,Seed,Ahmedabad,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.","Shrijay Sheth, Gaurav Barot"
2107,4000000.0,2021,2018,Practically,EdTech,Pre-series B,Telangana,"Making Learning personal, immersive and experiental",Subbarao Siddabattula
2108,81000000.0,2021,2018,Cred,FinTech,Series C,Bangalore,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,Kunal Shah
2109,1000000.0,2021,2018,Devic Earth,Pollution control equiptment,Seed,Bangalore,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Dr Srikanth Sola
2110,1300000.0,2021,2018,Zerone,FinTech,Pre-series A,Gurgaon,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Jaijit Bhattacharya
2111,100000000.0,2021,2016,boAt,Fashion & Lifestyle,PE,Mumbai,boAt is a lifestyle brand that deals in fashionable consumer electronics.,"Aman Gupta, Sameer Mehta"
2112,2000000.0,2021,2013,Pocket Aces,Media,Seed,Mumbai,Pocket Aces is a digital entertainment company focused on mobile video.,"Anirudh Pandita, Aditi Shrivastava, Ashwin Suresh"
2113,5000000.0,2021,2020,Kyt,EdTech,Series A,Bangalore,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids","Bhavik Rathod, Tripti Ahuja"
2114,300000.0,2021,2019,iMumz,Healthcare,Seed,Bangalore,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.","Dr Jaideep Malhotra, Rajesh Jagasia, Ravi Teja Akondi, Mayur Dhurpate"
2115,8200000.0,2021,2018,BharatPe,FinTech,Debt,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani"
2116,20000000.0,2021,2010,CropIn,AgriTech,Series C,Bangalore,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,Krishna Kumar
2117,280000000.0,2021,2016,Udaan,E-commerce,Seed,Bangalore,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform","Amod Malviya, Sujeet Kumar, Vaibhav Gupta"
2118,200000.0,2021,2018,Vanity Wagon,Cosmetics,Seed,Haryana,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",Prateek Ruhail
2119,7000000.0,2021,2012,Oyo,Hospitality,Series F1,Gurgaon,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal
2120,0.0,2021,2018,Agri10x,AgriTech,Seed,Pune,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose"
2121,4000000.0,2021,2016,BlackSoil,FinTech,Seed,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal
2122,100000.0,2021,2019,HobSpace,EdTech,Pre-series A1,Mumbai,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Priya Goel Sheth, Harsh Jain"
2123,500000.0,2021,2020,DcodeAI,EdTech,Seed,New Delhi,EMPOWER LEARNERS TO BE FUTURE READY USING AI,"Kartik Sharma, Ashish Aggarwal"
2124,70000000.0,2021,1978,Biocon Biologics,BioTechnology,Seed,Bangalore,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.",Kiran Mazumdar-Shaw
2125,720000.0,2021,2020,KiranaKart,E-commerce,Pre-seed,Mumbai,A better model for instant grocery delivery in India.,"Kaivalya Vohra, Aadit Palicha"
2126,3000000.0,2021,2018,Meddo,Healthcare,Pre-series A,Gurgaon,Meddo is an end-to-end medical services provider,Saurabh Kochhar
2127,3000000.0,2021,2012,SP Robotic Works,EdTech,Series A,Chennai,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,"Sneha Priya, Pranavan S"
2128,15000000.0,2021,2018,3SC,Logistics,Series B,Gurugram,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,"Lalit, Sarita Das"
2129,600000.0,2021,2018,Chai Waale,Food & Beverages,Seed,Chennai,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Vidur Maheswari
2130,10000000.0,2021,2020,Minimalist,Cosmetics,Series A,Jaipur,Affordable skincare for all,"Mohit, Rahul Yadav"
2131,9000000.0,2021,2019,Biconomy,Blockchain,Seed,New Delhi,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Aniket Jindal, Sachin Tomar"
2132,1000000.0,2021,2018,Fixcraft,Automotive,Pre-series A,Gurugram,India's Most Trusted Automotive Repair Brand,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao"
2133,10000000.0,2021,2016,Slice,Financial Services,Seed,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Rajan Bajaj
2134,5000000.0,2021,2015,90+ My Tuition App,EdTech,Series A,Bangalore,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Vingish Vijay
2135,1800000.0,2021,2021,Wasabi,Consulting,Seed,Bangalore,Help small businesses grow their sales via our customer interaction and growth platform.,"Pradeep Dodle, Nikhil Goenka"
2136,6000000.0,2021,2019,Strata,Real Estate,Series A,Bangalore,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Sudarshan Lodha, Priyanka Rathore"
2137,300000.0,2021,2020,Ourbetterplanet,E-commerce,Seed,Bangalore,A curated online marketplace for all things sustainable!,Pallavi Srivastava
2138,1500000.0,2021,2020,Murf.ai,SaaS startup,Seed,Bangalore,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.","Sneha Roy, Ankur Edkie, Divyanshu Pandey"
2139,2000000.0,2021,2014,JetSynthesys,Media,Seed,Pune,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Rajan navani
2140,1000000.0,2021,2019,MYFITNESS,Fitness,Seed,Silvassa,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.","Mohammad Patel, Rahil Virani"
2141,4000000.0,2021,2020,I am Love,Healthcare,Seed,Mumbai,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Shilpa Rathi
2142,40000000.0,2021,2015,MyGlamm,D2C,Seed,Mumbai,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,"Darpan Sanghvi, Priyanka Gill"
2143,1600000.0,2021,2019,Gumlet,IT,Seed,Bangalore,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,"Divyesh Patel, Aditya Patadia"
2144,2000000.0,2021,2015,Eloelo,Gaming,Pre-series A,Bangalore,Creator-led Social Gaming & Live Streaming Platform,"Saurabh Pandey, Akshay Dubey"
2145,2000000.0,2021,2020,Edukemy,EdTech,Pre-series A,Noida,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",Chandrahas Panigrahi
2146,5000000.0,2021,2019,Zingbus,Mobility,Pre-series A,Gurugram,Zingbus is a renowned brand in the bus operating industry.,"Mratunjay, Prashant Kumar, Ravi Kumar Verma"
2147,300000.0,2021,2018,NewsReach,Media,Seed,Ahmedabad,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Soniya Kundnani, Darshan Shah"
2148,330000.0,2021,2017,Pencilton,FinTech,Pre-seed,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.","VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde"
2149,1000000.0,2021,2020,Bandhoo,IT,Seed,Gurugram,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers","Prashant Gupta, Sridhar Sundaram"
2150,53000000.0,2021,2007,ixigo,IT,Seed,Gurugram,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","Rajnish Kumar, Aloke Bajpai"
2151,6000000.0,2021,2019,The Whole Truth,Food & Beverages,Series A,Mumbai,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Shashank Mehta
2152,800000.0,2021,2021,Insane AI,Fitness,Seed,Bangalore,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal"
2153,0.0,2021,2020,Learn4o Technology,E-learning,Seed,Jaipur,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",Kamal Kant Gupta
2154,200000000.0,2021,2014,Droom,Automobile,Seed,Gurugram,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Sandeep Aggarwal
2155,1000000.0,2021,2003,Skymet,Environmental Services,Seed,Noida,Provide services that allow clients to understand and organize themselves around changing environment.,Yogesh Patil
2156,2000000.0,2021,2019,Go Swift,Consumer Services,Pre-series A,Bangalore,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,"Shyam Kalita, Debanshu Sinha, Prayas Mittal"
2157,50000000.0,2021,2016,Mamaearth,Healthcare,Seed,Gurugram,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,"Varun Alagh, Ghazal Alagh"
2158,36000000.0,2021,2021,G.O.A.T,D2C,Series A,Bangalore,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Rishi Vasudev, Rameswar Misra"
2159,0.0,2021,2017,Keeros,Food & Beverages,Pre-series A,Lucknow,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.","Sachin Sahni, Simran Sahni"
2160,300000.0,2021,2016,ReDesyn,Merchandise,Pre-series A,Mumbai,"Merchandise drop-shipping platform for influencers, designers, creators & brands.","Smriti Dubey, Shikhar Vaidya"
2161,200000.0,2021,2019,Inspacco,Facilities Services,Seed,Pune,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services","Sanket Nerkar, Paresh Kotkar"
2162,1000000.0,2021,2016,Knorish,EdTech,Pre-series A,Gurugram,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Rakhi Wadhwa, Kinner N Sacchdev"
2163,5000000.0,2021,2015,Dozee,Healthcare,Series A,Bangalore,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.","Mudit Dandwate, Dandwate"
2164,67000000.0,2021,2015,BlackBuck,Logistics & Supply Chain,Series E,Bangalore,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji"
2165,2000000.0,2021,2020,Mailmodo,Marketing & Advertising,Seed,Bangalore,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon"
2166,0.0,2021,2019,SuperBeings,Computer software,Seed,Bangalore,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.","Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra"
2167,2500000.0,2021,2018,NirogStreet,Healthcare,Series A,New Delhi,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,Ram N Kumar
2168,0.0,2021,2016,Hyreo,Human Resources,Pre-series A,Thiruvananthapuram,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,"Arun Satyan, Mahesh Raju, Sreenath N"
2169,0.0,2021,2020,GODI Energy,Automotive,Seed,Hyderabad,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Mahesh Godi
2170,5000000.0,2021,2020,Even,Healthcare,Seed,Bangalore,One monthly subscription to cover all your healthcare needs.,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo"
2171,12000000.0,2021,2019,Captain Fresh,Logistics,Series A,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda
2172,10200000.0,2021,2020,Otipy,Food & Beverages,Series A,Gurugram,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Varun Khurana
2173,220000000.0,2021,2008,Lenskart,Eyewear,Seed,Faridabad,India's fastest growing eyewear company and largest eyewear company online.,Peyush Bansal
2174,4500000.0,2021,2020,Eka.care,Healthcare,Seed,Bangalore,A digitally enabled and connected healthcare ecosystem for better health outcomes.,Vikalp Sahni
2175,200000.0,2021,2015,Braingroom,EdTech,Seed,Chennai,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.","Madhula Sathyamoorthy, Naliene Ramasamy, Kalaiarsi Periasamy"
2176,1000000.0,2021,2017,Edvizo,Consumer Services,Pre-series A,Bangalore,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Ravi Nishant
2177,25000000.0,2021,2017,Credenc,FinTech,Seed,New Delhi,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,Avinash Kumar
2178,150000000.0,2021,2021,GlobalBees,D2C Business,Series A,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,Nitin Agarwal
2179,108000000.0,2021,2015,Spinny,Automotive,Series D,Gurugram,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur"
2180,4000000.0,2021,2017,Mynvax,Biotechnology,Series A,Bangalore,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Dr Raghavan Varadarajan, Dr Gautham Nadig"
2181,500000.0,2021,2018,RiseBird,Human Resources,Seed,Pune,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Ashutosh Seth
2182,330000.0,2021,2020,Uvi Health,Healthcare,Pre-seed,Bangalore,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Mehak Malik
2183,13000000.0,2021,2020,Vegrow,Farming,Seed,Bangalore,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik"
2184,500000.0,2021,2015,Automovill,Automotive,Seed,Bangalore,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.","Mridu Mahendra Das, Chinmay Baruah"
2185,0.0,2021,2021,NFTically,NFT Marketplace,Seed,Gurugram,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Toshendra Sharma
2186,75000000.0,2021,2012,HealthifyMe,Healthcare,Series C,Bangalore,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"Tushar Vashisht, Sachin Shenoy"
2187,450000.0,2021,2017,GalaxyCard,FinTech,Seed,Gurugram,GalaxyCard is a mobile based Instant Credit Card.,Amit Kumar
2188,10000000.0,2021,2018,Bella Vita Organic,Healthcare,Seed,Gurugram,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Aakash Anand
2189,10000000.0,2021,2016,SmartCoin,FinTech,Seed,Bangalore,India's Most Preferred Instant Loan App,"Jayant Upadhyay, Amit Chandel, Rohit Garg"
2190,0.0,2021,2017,CareerNinja,EdTech,Seed,Mumbai,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Shronit Ladhaniai
2191,2000000.0,2021,2016,MYSUN,Solar,Seed,New Delhi,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",Gagan Vermani
2192,9000000.0,2021,2010,Sea6 Energy,Biotechnology,Series B,Bangalore,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.","Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan"
2193,500000.0,2021,2018,Beco,Consumer Goods,Seed,Mumbai,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.","Aditya Ruia, Akshay Varma, Anuj Ruia"
2194,5000000.0,2021,2020,OneCode,Internet,Seed,Bangalore,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services","Manish Shara, Yash Desai"
2195,1200000.0,2021,2020,MedPay,Information Technology,Seed,Bangalore,MedPay® is building the real-time claims adjudication platform for health insurers.,"Arun Bhatia, Ravi Chandra"
2196,60000000.0,2021,2013,Inshorts,Internet,Seed,Noida,Built Inshorts with a promise to deliver news,Azhar Iqubal
2197,2500000.0,2021,2018,Digantara,SpaceTech,Seed,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage","Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed"
2198,700000.0,2021,2018,Aqgromalin,AgriTech,Seed,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,"Prasanna Manogaran, Bharani CL"
2199,25000000.0,2021,2014,Square Yards,Real Estate,Seed,Gurugram,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,Tanuj Shori
2200,660000000.0,2021,2013,OYO,Hospitality,Seed,Gurugram,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,Ritesh Agarwal
2201,0.0,2021,2017,Slang Labs,Computer software,Seed,Bangalore,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,Kumar Rangarajan
2202,0.0,2021,2019,NirogGyan,Healthcare,Seed,Gurugram,"Simplifying Diagnostics for labs, doctors, and people.","Joyneel Acharya, Shweta Gandhi"
2203,100000000.0,2021,2017,Ola Electric,Automotive,Debt,Bangalore,Ola Electric - The future of mobility is here.  Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal
2204,1300000.0,2021,2019,Bikry app,Consumer software,Seed,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",Abhishek Bhayana
2205,3000000.0,2021,2012,Oliveboard,EdTech,Seed,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.,"Abhishek Patil, V Satish Kumar"
2206,300000.0,2021,2020,Little Leap,EdTech,Seed,New Delhi,Soft Skills that make Smart Leaders,Vishal Gupta
2207,45000000.0,2021,2016,Trell,Social commerce,Series B,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba"
2208,1000000.0,2021,2008,Kredent,EdTech,Seed,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria"
2209,500000.0,2021,2020,EasyAspataal,Healthcare,Seed,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,"Manoj Gupta, Gunjali Kothari"
2210,0.0,2021,2008,SMOOR,Food & Beverages,Seed,Bangalore,Instigate your sixth sense with our new range of chocolates.,Vimal Sharma
2211,3200000.0,2021,2019,Pankhuri,Social community,Seed,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",Pankhuri Shrivastava
2212,370000.0,2021,2019,Arcana,Information Technology,Seed,Bangalore,Arcana is the Storage Layer of Ethereum.,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary"
2213,1000000.0,2021,2016,AdmitKard,EdTech,Pre-series A,Noida,A tech solution for end to end career advisory to students looking to study abroad.,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal"
2214,0.0,2021,2017,UrbanKisaan,Food & Beverages,Seed,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,"Srinivas Chaganti, Vihari Kanukollu, Sairam Reddy"
2215,4000000.0,2021,2017,Aquaconnect,Fishery,Pre-series A,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,Rajamanohar
2216,1800000.0,2021,2020,Vah Vah!,EdTech,Seed,Bangalore,A mission to educate India and make its young and dynamic population job ready.,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah"
2217,300000.0,2021,2019,LetsDressUp,Apparel & Fashion,Pre-series A,Gurugram,Building India's version of Stitch Fix,Aditya B
2218,150000.0,2021,2019,Sapio Analytics,Computer software,Seed,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,"Ashwin Srivastava, Hardik Somani, Prashant Nikam"
2219,300000.0,2021,2020,BHyve,Human Resources,np.nan,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,"Omkar Pandharkame, Ketaki Ogale"
2220,0.0,2021,2019,Indi Energy,Renewables & Environment,Seed,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",Dr. ASIT SAHOO
2221,0.0,2021,2021,The Ayurveda Co,Consumer Goods,Seed,Gurugram,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,"Param Bhargava, Shreedha Singh"
2222,48000000.0,2021,2015,Pratilipi,Online storytelling,Seed,Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",Ranjeet Pratap Singh
2223,35000000.0,2021,2017,Ati Motors,Automotive,Pre-series A,Bangalore,Autonomous industrial vehicle maker,"Saurabh Chandra, Saad Nasser"
2224,300000.0,2021,2018,peAR,Deeptech,Pre-series A1,Mumbai,An AR / VR tech based Start-up in Mumbai.,"Dharmin Vora, Dhruvesh Mehta, Parth Vora"
2225,3000000.0,2021,2019,Gourmet Garden,Farming,Seed,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables.",Arjun Balaji
2226,1000000.0,2021,2019,The Sleep Company,Consumer Goods,Pre-series A,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,Undefined
2227,0.0,2021,2020,TyrePlex,B2B E-commerce,Seed,New Delhi,Tyreplex is digitizing the tyre dealers in India.,"Puneet Bhaskar, Rupendra Pratap Singh"
2228,3600000.0,2021,2016,ION Energy,Automotive,Pre-series A,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,Akhil Aryan
2229,200000000.0,2021,2016,Digit Insurance,Insuretech,Seed,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",Kamesh Goyal
2230,11000000.0,2021,2020,FRAAZO,Food & Beverages,Series A,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre"
2231,192000000.0,2021,2015,Licious,Food & Beverages,Series F,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Abhay Hanjura, Vivek Gupta"
2232,65000000.0,2021,2018,WinZO,Gaming,Series C,New Delhi,WinZO is the largest social gaming and entertainment platform in India.,Paavan Nanda
2233,100000000.0,2021,2012,Furlenco,Consumer Goods,Seed,Bangalore,Furlenco is a different furniture company.,Ajith Mohan Karimpana
2234,3000000.0,2021,2014,Skylark Drones,Aviation,Pre-series A,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Mughilan Thiru Ramasamy
2235,0.0,2021,2016,Leegality,IT company,Pre-series A,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",Shivam Singla
2236,0.0,2021,2015,Arcatron Mobility,Healthcare,Seed,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.,Ganesh Sonawane
2237,2500000.0,2021,2020,TWID,FinTech,Seed,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions","Amit Sharma, Amit Koshal, Rishi Batra"
2238,0.0,2021,2020,PeakPerformer,EdTech,Early seed,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.","Aishwarya Goel, Gaurav Jhunjhnuwala"
2239,1400000.0,2021,2018,MyMobiForce,Internet,Pre-series A,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India","Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini"
2240,600000.0,2021,1998,Pine Labs,Information Technology,Seed,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Amrish Rau
2241,2000000.0,2021,2015,Genworks Health,Healthcare,Seed,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,S Ganeshprasad
2242,0.0,2021,2019,Pocketly,FinTech,Seed,Bangalore,"Pocketly provides quick cash on hand, anytime - anywhere!","Aarav Bhatia, Navdeesh Ahuja"
2243,370000.0,2021,2019,Neverinstall,Information Technology,Seed,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,"Lakshmana Pasala, Ram Pasala"
2244,0.0,2021,2016,CoRover,Information Technology,Seed,Bangalore,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri"
2245,5000000.0,2021,2015,BeatO,Healthcare,Pre-series B,New Delhi,ULTIMATE app to manage chronic conditions.,Gautam Chopra
2246,1200000.0,2021,2020,Earth Rhythm,Cosmetics,Seed,Gurugram,A mission to make customers healthier and Earth a little greener.,Harini Sivakumar
